status,truth_label,run_class,run_id,protocol_hash,code_hash,data_hash,market,origin,model,prompt_variant,seed,credit_mode,ablation,budget,candidate_count,unique_count,certified_count,selected_id,selected_adaptation_proxy_t,selected_adaptation_t,selected_sgg,prompt_tokens,completion_tokens,certified_per_million_tokens,parse_fallbacks,elapsed_seconds,origin_contract__origin,origin_contract__warm_start,origin_contract__warm_end,origin_contract__evidence_start,origin_contract__evidence_end,origin_contract__locked_start,origin_contract__locked_end,adaptation__pearson_ic,adaptation__rankic,adaptation__icir,adaptation__locked_t,adaptation__annualized_net_return,adaptation__net_sharpe,adaptation__max_drawdown,adaptation__turnover,adaptation__downside_deviation,locked__pearson_ic,locked__rankic,locked__icir,locked__locked_t,locked__annualized_net_return,locked__net_sharpe,locked__max_drawdown,locked__turnover,locked__downside_deviation
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi1000__origin4__gpt-5.4__2026083001__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,c082199ac72edc52b163b8977ad8340e55da30962bb177fc1873ee79e83c57b3,csi1000,4,gpt-5.4,semantic_measurement,2026083001,evidence,full,250,250,250,0,02bedcfa2d2db8ab377540a61faf65e8e28733af0c0f0de51452dec2cff4f12f,1.2513669599334851,3.51854805307222,-0.39989501490722335,4776,2646,0.0,0,85.02216625213623,4,2014,2018,2019,2022,2023,2025,0.0004182270024931419,0.016574227485871507,1.9024363001577553,3.51854805307222,-0.04307478666546939,-0.6906418661829382,-0.21153224282087435,0.2813458414831218,0.07077510179810975,0.0028106303717662516,0.02908386601985729,2.318182181570002,3.9184430679794433,-0.0634670698279013,-0.6689092344381625,-0.21688807278342515,0.3123830448836088,0.09341651704768067
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi1000__origin4__gpt-5.4__2026083002__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,c082199ac72edc52b163b8977ad8340e55da30962bb177fc1873ee79e83c57b3,csi1000,4,gpt-5.4,semantic_measurement,2026083002,evidence,full,250,250,250,0,c70142bc7ebd376d3315391e591b7b47e71300267b9771bbeff90a0097d2a963,0.5201161246073984,-1.0159956544687487,-2.547899752600342,4489,2457,0.0,0,77.98282027244568,4,2014,2018,2019,2022,2023,2025,-0.010625644758355151,-0.005361844400291165,-0.5493365401607065,-1.0159956544687487,-0.12477199857492273,-1.7971463193092654,-0.4041367809402683,0.28193515522956375,0.07624080061335915,-0.0008402961134836068,0.01174285923913906,0.9062866864603769,1.5319040981315932,-0.09801910469663522,-1.0961505173781165,-0.2517960624825051,0.3316052698633737,0.09012162639453107
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi1000__origin4__gpt-5.4__2026083003__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,c082199ac72edc52b163b8977ad8340e55da30962bb177fc1873ee79e83c57b3,csi1000,4,gpt-5.4,semantic_measurement,2026083003,evidence,full,250,250,250,0,5db96ddb71d8ac35752748adec028a2263edf62542d4d106bdcec8daed4f2175,4.60892415871089,13.600513058120422,6.214551156514879,5035,2768,0.0,0,77.89988875389099,4,2014,2018,2019,2022,2023,2025,0.03608168890217428,0.06086169370167092,7.353632621258611,13.600513058120422,0.17998976986901533,2.8481680810717123,-0.045620660065261776,0.42570094842349504,0.05999852989313139,0.012857045056422227,0.05043406880868623,4.369593988483254,7.385961901605542,-0.020137045729191966,-0.21948303220911847,-0.11125471142401178,0.47470577232953576,0.08949966825216152
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi1000__origin4__gpt-5.4__2026083004__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,c082199ac72edc52b163b8977ad8340e55da30962bb177fc1873ee79e83c57b3,csi1000,4,gpt-5.4,semantic_measurement,2026083004,evidence,full,250,250,250,0,21a563f08935a720c2f1bf5b65919ddf346c0eeea963d88c6e506bccaf65ae68,9.33393776591733,12.542736355641443,5.300026653782458,4643,2619,0.0,0,85.26542091369629,4,2014,2018,2019,2022,2023,2025,0.028923335063282343,0.056586574551371935,6.781705574674697,12.542736355641443,0.21045823332867647,3.5909371823835823,-0.03565694807864306,0.1209621645443871,0.055979306276990805,0.010562876633409917,0.053046024031257175,4.2848448442027385,7.242709701858985,0.05062652339965773,0.5203672658992443,-0.09502707196263527,0.12495008342795902,0.09554211813755412
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi1000__origin4__gpt-5.4__2026083005__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,c082199ac72edc52b163b8977ad8340e55da30962bb177fc1873ee79e83c57b3,csi1000,4,gpt-5.4,semantic_measurement,2026083005,evidence,full,250,250,250,0,cd039a38e1ebf2a5c10ae4d7336325705c6e8e5c312e9a6589e16f55585932cc,14.605824949269678,13.335076812195652,6.029324411163326,4900,2732,0.0,0,78.85569310188293,4,2014,2018,2019,2022,2023,2025,0.029979330022359967,0.05852031021040928,7.210114459219027,13.335076812195652,0.19359495493067594,3.2140831128372365,-0.042857592970740876,0.14784061151872638,0.05828982268826193,0.011353749252485818,0.05122930256335688,4.322141408007882,7.305752401032326,0.052818125668551985,0.5443629399209499,-0.08195079226985835,0.15147432047459813,0.09083207285161624
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi500__origin4__gpt-5.4__2026083001__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,504caef6108edf104e22cff547ff1b38442c3e92eb686ff0118937d9b7b16759,csi500,4,gpt-5.4,semantic_measurement,2026083001,evidence,full,250,250,250,0,7d3f215ca25e0d11be539abe1e3a4a0f0e2200c6e0b46d8f5334c09279822f0c,-20.865780521586057,-17.493259717071755,-11.946189912395045,9955,3964,0.0,0,112.54894375801086,4,2010,2016,2017,2022,2023,2025,-0.018828513880930004,-0.0669610626901391,-6.781167674874145,-17.493259717071755,-0.28241163517024104,-3.632606842951747,-0.8521194557350326,0.585015135612847,0.08281871556394434,-0.002657065522850075,-0.03786654544183803,-3.2816907526890216,-5.547069804676709,-0.14852330009874856,-1.7183378835939687,-0.3722222417901434,0.5599642890608973,0.09018187140214012
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi500__origin4__gpt-5.4__2026083002__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,504caef6108edf104e22cff547ff1b38442c3e92eb686ff0118937d9b7b16759,csi500,4,gpt-5.4,semantic_measurement,2026083002,evidence,full,250,250,250,0,8b12628d9e01328292a0bcf564bf8a920cc3c577024346e24be984d35531518c,19.860069868149864,4.6240819058609395,-0.04034954713476324,10246,3931,0.0,0,92.94769239425659,4,2010,2016,2017,2022,2023,2025,0.007231150562019383,0.01464971824441624,1.7925003831843587,4.6240819058609395,-0.20266489693906337,-3.172126860229463,-0.7501781585468532,1.0221648047615202,0.06703695216317636,0.013556435511898755,0.035367736416289486,2.7595148618721845,4.664431452995703,-0.15514026101791073,-1.8434449107979922,-0.3670433499178366,0.8183020370701949,0.08728902820489833
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi500__origin4__gpt-5.4__2026083003__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,504caef6108edf104e22cff547ff1b38442c3e92eb686ff0118937d9b7b16759,csi500,4,gpt-5.4,semantic_measurement,2026083003,evidence,full,250,250,250,0,c9e2c6c604c745fe45607bc769ed44e71c167e808a5b25da06d8a0b3234bd4fc,11.434205310377884,15.604598042969101,11.299117340376881,10444,4045,0.0,0,91.05681777000427,4,2010,2016,2017,2022,2023,2025,0.030266622928551444,0.053576118667392335,6.049038174693006,15.604598042969101,0.07744103723103998,1.0270556886111284,-0.26725134391172656,0.8222938123759002,0.06309159635110019,0.005127164670685447,0.028246460152102967,2.547156734113136,4.305480702592219,-0.16467948105851316,-1.9788668967578804,-0.38092896957660294,0.8227014709677961,0.08242078248435411
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi500__origin4__gpt-5.4__2026083004__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,504caef6108edf104e22cff547ff1b38442c3e92eb686ff0118937d9b7b16759,csi500,4,gpt-5.4,semantic_measurement,2026083004,evidence,full,250,250,250,0,9926006b05e7f840cc5a9ee5785cd89870fa9e51c9c232b0b5c6001c7cbfbea6,3.438858834575886,6.043291853398099,5.547829313432884,9561,3645,0.0,0,90.26331782341003,4,2010,2016,2017,2022,2023,2025,0.018919744711500923,0.016271858532004548,2.3426494563560563,6.043291853398099,0.11234196381305006,2.1419960375258684,-0.057933743648028835,0.22251828465597484,0.04470670507572726,-0.003569464187567818,0.003062694722927125,0.29311959159713896,0.4954625399652142,-0.054676420790661096,-0.758677724636736,-0.1749434420542929,0.19667743957704967,0.06890565960076916
complete,exploratory retrospective semantic-prompt pilot - semantic-measurement arm - execution smoke only,exploratory,csi500__origin4__gpt-5.4__2026083005__evidence__full__M250,a8019625b0bb709941fe1302949b82811c070e9774bc12567e75d682a6a8f4b0,234cc00eeb85ab93698e92d5c7a8dc6dae5781113bb00f7f366e32df9686e469,504caef6108edf104e22cff547ff1b38442c3e92eb686ff0118937d9b7b16759,csi500,4,gpt-5.4,semantic_measurement,2026083005,evidence,full,250,250,250,0,45afdb0a3797409700056d2128b6ccde0b0fa5c12e525544e4ce3b158ef1aba2,-20.994335284983045,-16.702555616028246,-10.342303109653052,9987,3900,0.0,0,89.59484601020813,4,2010,2016,2017,2022,2023,2025,-0.0097866594739153,-0.06645413003223816,-6.47465549949302,-16.702555616028246,-0.22167122360786123,-2.7117522590042817,-0.7782351299951769,0.6794479767021901,0.08260382541542761,-0.003803838538034158,-0.04243670043733504,-3.762776126837495,-6.360252506375194,-0.16256466049405413,-1.9292558871140033,-0.39248630898563375,0.6679055242902703,0.08591633437583573
